Record_ID,Project_Code,Project_Title,Lead_Author,Graduation_Year,Institution,Contact_Email,Start_Date,Duration_Months,Budget_USD,Category,Notes
REC-1697,PRJ-2026-1001,Analysis of Python,Johnathan Doe,1882,Univ. of Illinois (UIUC),duplicate.user@research.org,1900-01-01,24,-$132.00,Ethics,Phase 1 &amp; 2 complete
REC-1698,prj-2026-1001,Analysis of Metadata,Patricia Taylor-Garcia,c2020,"Berkeley, University of California",smith@unlv.edu,2020-01-15,16,FREE,Data Science,Cost &lt; Budget
REC-1699,PRJ-2026-1001,Study on Bioinformatics,Brian Stuart,2018,M.I.T.,r.johnson@mit.edu,2021-07-22,10,39389.88 USD,Metadata,Notes on &quot;UIUC&quot;
REC-1700,PRJ-2026-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Smith,,university of illinois at urbana-champaign,a.wright@berkeley.edu,2016-03-12,12,-$300.00,GIS Mapping,Na&iuml;ve Bayes test
REC-1701,PRJ-2026-4052,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Brown,'15,University of Illinois at Urbana-Champaign,smith@unlv.edu,2023-09-30,21,FREE,Ethics,Na&iuml;ve Bayes test
REC-1702,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,,"Berkeley, University of California",jdoe@illinois.edu,1900-01-01,48,FREE,Data Science,Cost &lt; Budget
REC-1703,PRJ-26-1001,Investigation into Archival Studies and Modern Data Pipelines,Jane Smith,2050,M.I.T.,r.johnson@mit.edu,2020-01-15,13,27599.59 USD,Machine Learning,Phase 1 &amp; 2 complete
REC-1704,PRJ20261001,Analysis of Archival Studies,Robert Johnson,2050,"University of California, Berkeley",jdoe@illinois.edu,2023-09-30,24,"$96,071.29",Bioinformatics,Caf&eacute; study group
REC-1705,PRJ-26-1001,Study on Ethics,Geoffrey Clark,1882,M.I.T.,smith@unlv.edu,2099-12-31,8,34109.53 USD,Bioinformatics,Caf&eacute; study group
REC-1706,PRJ-2026-1001,Analysis of Machine Learning,Johnathan Doee,1998,UIUC,jdoe@illinois.edu,1900-01-01,36,-$314.00,GIS Mapping,Caf&eacute; study group
REC-1707,PRJ-2026-8819,Study on GIS Mapping,Catherine Wright,c. 2005,"University of California, Berkeley",r.johnson@mit.edu,2020-01-15,16,62535.06,GIS Mapping,Cost &lt; Budget
REC-1708,PRJ-2026-1001,Investigation into Cataloging and Modern Data Pipelines,m. davis,2005,Univ. of Illinois (UIUC),a.wright@berkeley.edu,2025-12-01,33,"$56,137.75",Cataloging,Caf&eacute; study group
REC-1709,PRJ-2026-8819,Analysis of Python,Johnathan Doe,2018,Univ of Illinois Urbana Champaign,contact@lab.org,2018-11-05,17,"$43,092.83",GIS Mapping,Cost &lt; Budget
REC-1710,prj-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Brown,2012.0,"Las Vegas, University of Nevada",a.wright@berkeley.edu,,15,FREE,Cataloging,Na&iuml;ve Bayes test
REC-1711,INVALID_CODE,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Doe,2021,UC Berkeley,contact@lab.org,2025-12-01,40,-$442.00,Cataloging,Na&iuml;ve Bayes test
REC-1712,PRJ-2026-1001,Analysis of Cataloging,Johnathan Doe,2022,university of illinois at urbana-champaign,a.wright@berkeley.edu,2025-12-01,6,11465.55 USD,Archival Studies,Phase 1 &amp; 2 complete
REC-1713,INVALID_CODE,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Johnson,2012,Univ of Illinois Urbana Champaign,a.wright@berkeley.edu,2099-12-31,36,"$88,232.97",Cataloging,Cost &lt; Budget
REC-1714,PRJ-2026-4052,Analysis of Bioinformatics,Patricia Taylor-Garcia,Pending,"Berkeley, University of California",r.johnson@mit.edu,,14,22062.41,Python,Caf&eacute; study group
REC-1715,PRJ-2026-9900,Proj A,Jane Smith,2012.0,Massachusetts Institute of Technology,jdoe@illinois.edu,2099-12-31,3,9775.7,Python,Cost &lt; Budget
REC-1716,INVALID_CODE,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Smith,2018,Univ of Nevada Las Vegas,a.wright@berkeley.edu,2016-03-12,6,"$26,480.53",Archival Studies,Cost &lt; Budget
REC-1717,PRJ-2026-1001,Investigation into Metadata and Modern Data Pipelines,m. davis,2021,"Berkeley, University of California",duplicate.user@research.org,2020-01-15,11,"$19,233.21",Data Science,Notes on &quot;UIUC&quot;
,,,,,,,,,,Python,Sub-tag record
,,,,,,,,,,Ethics,Sub-tag record
,,,,,,,,,,GIS Mapping,Sub-tag record
REC-1718,PRJ-2026-8819,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Doe,c. 2005,University of Illinois at Urbana-Champaign,r.johnson@mit.edu,2025-12-01,60,100.0 USD,Data Science,Na&iuml;ve Bayes test
REC-1719,PRJ-2026-1001,Study on Ethics,Stephen Miller,Class of 2018,Univ. of Illinois (UIUC),a.wright@berkeley.edu,2023-09-30,35,"$95,471.41",Ethics,Na&iuml;ve Bayes test
REC-1720,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,2050,MIT,jdoe@illinois.edu,2018-11-05,14,FREE,Data Science,Phase 1 &amp; 2 complete
REC-1721,prj-2026-1001,Analysis of Python,Johnathan Doee,2020,MIT,smith@unlv.edu,2021-07-22,27,FREE,Python,Notes on &quot;UIUC&quot;
REC-1722,PRJ20261001,Investigation into Cataloging and Modern Data Pipelines,Jane Smith,2005,Urbana Champaign University of Illinois,r.johnson@mit.edu,2023-09-30,40,-$330.00,Metadata,Phase 1 &amp; 2 complete
REC-1723,PRJ-26-1001,Study on Ethics,Brian Stuart,1998,UC Berkeley,a.wright@berkeley.edu,2023-09-30,35,110419.18,Cataloging,Notes on &quot;UIUC&quot;
REC-1724,PRJ-2026-8819,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Doe,2018,Univ of Nevada Las Vegas,contact@lab.org,2099-12-31,23,60187.51 USD,Data Science,Notes on &quot;UIUC&quot;
REC-1725,PRJ-26-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,2005,University of Illinois at Urbana-Champaign,r.johnson@mit.edu,2018-11-05,22,-$195.00,Archival Studies,Notes on &quot;UIUC&quot;
REC-1726,PRJ-26-1001,Investigation into Bioinformatics and Modern Data Pipelines,A. PROF. WILSON,2012,M.I.T.,r.johnson@mit.edu,2099-12-31,17,-$155.00,GIS Mapping,Caf&eacute; study group
REC-1727,,Proj A,A. PROF. WILSON,2005,"University of California, Berkeley",contact@lab.org,2021-07-22,11,"$38,392.41",GIS Mapping,Na&iuml;ve Bayes test
REC-1728,PRJ-2026-8819,Analysis of Metadata,Patricia Taylor Garcia,2015,MIT,smith@unlv.edu,2023-09-30,18,73319.16 USD,Cataloging,Cost &lt; Budget
REC-1729,PRJ20261001,Analysis of Python,Alexander Wright,Unknown,University of Illinois at Urbana-Champaign,jdoe@illinois.edu,,33,115675.25 USD,Machine Learning,Caf&eacute; study group
REC-1730,INVALID_CODE,Proj A,Jane Smith,c. 2005,Massachusetts Institute of Technology,a.wright@berkeley.edu,,45,-$113.00,Metadata,Phase 1 &amp; 2 complete
REC-1731,PRJ-2026-8819,Analysis of Ethics,Patricia Taylor Garcia,c2020,University of Illinois at Urbana-Champaign,smith@unlv.edu,2099-12-31,22,61736.44,Metadata,Notes on &quot;UIUC&quot;
REC-1732,INVALID_CODE,Investigation into GIS Mapping and Modern Data Pipelines,Jane Smith,Unknown,Massachusetts Institute of Technology,duplicate.user@research.org,2020-01-15,36,144097.11 USD,Python,Notes on &quot;UIUC&quot;
REC-1733,INVALID_CODE,Study on Data Science,Christina Taylor,c. 2005,UIUC,contact@lab.org,2099-12-31,45,"$121,729.96",GIS Mapping,Phase 1 &amp; 2 complete
REC-1734,,Study on Archival Studies,Bryan Stewart,2012.0,"University of California, Berkeley",r.johnson@mit.edu,2025-12-01,30,92854.05 USD,Machine Learning,Phase 1 &amp; 2 complete
REC-1735,INVALID_CODE,Analysis of GIS Mapping,Johnathan Doee,,Urbana Champaign University of Illinois,a.wright@berkeley.edu,2016-03-12,10,41036.9 USD,Python,Caf&eacute; study group
REC-1736,prj-2026-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,2015,"Las Vegas, University of Nevada",smith@unlv.edu,2025-12-01,1,"$750,000.00",Python,Caf&eacute; study group
REC-1737,PRJ-2026-8819,Study on Cataloging,Bryan Stewart,2020,UIUC,smith@unlv.edu,2099-12-31,25,-$224.00,Ethics,Caf&eacute; study group
REC-1738,INVALID_CODE,Investigation into Machine Learning and Modern Data Pipelines,Smith,2018,U.N.L.V.,jdoe@illinois.edu,,43,161155.44 USD,Metadata,Phase 1 &amp; 2 complete
REC-1739,,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Smith,1998,Univ of Illinois Urbana Champaign,r.johnson@mit.edu,,6,15736.25 USD,Bioinformatics,Notes on &quot;UIUC&quot;
REC-1740,prj-2026-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Doe,2018,"University of California, Berkeley",smith@unlv.edu,2023-09-30,4,FREE,Archival Studies,Phase 1 &amp; 2 complete
REC-1741,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Smith,2015,"University of Nevada, Las Vegas",smith@unlv.edu,2023-09-30,40,-$268.00,Archival Studies,Na&iuml;ve Bayes test
REC-1742,PRJ-2026-9900,Study on Python,Jeffrey Clarke,2022,MIT,a.wright@berkeley.edu,,19,-$140.00,Ethics,Notes on &quot;UIUC&quot;
REC-1743,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Smith,2012.0,"University of California, Berkeley",r.johnson@mit.edu,2099-12-31,40,80008.12,Bioinformatics,Phase 1 &amp; 2 complete
REC-1744,INVALID_CODE,Study on Archival Studies,Geoffrey Clark,c2020,"University of Nevada, Las Vegas",smith@unlv.edu,2018-11-05,16,-$248.00,Metadata,Phase 1 &amp; 2 complete
REC-1745,PRJ-26-1001,Investigation into Bioinformatics and Modern Data Pipelines,A. PROF. WILSON,N/A,Urbana Champaign University of Illinois,r.johnson@mit.edu,2025-12-01,46,201513.04,Ethics,Phase 1 &amp; 2 complete
REC-1746,PRJ-2026-8819,Investigation into Bioinformatics and Modern Data Pipelines,Jane Smith,'15,MIT,a.wright@berkeley.edu,2020-01-15,37,147615.16 USD,Machine Learning,Caf&eacute; study group
REC-1747,PRJ-2026-9900,Investigation into Bioinformatics and Modern Data Pipelines,A. PROF. WILSON,1998,"Technology, Massachusetts Institute of",contact@lab.org,2020-01-15,8,26389.64 USD,Python,Na&iuml;ve Bayes test
REC-1748,INVALID_CODE,Analysis of Archival Studies,Michael O'Brown,2012.0,university of illinois at urbana-champaign,duplicate.user@research.org,,13,FREE,Cataloging,Na&iuml;ve Bayes test
REC-1749,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Doe,2015,university of illinois at urbana-champaign,a.wright@berkeley.edu,2021-07-22,18,70024.69 USD,Machine Learning,Na&iuml;ve Bayes test
REC-1750,PRJ-2026-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Doe,2020,MIT,duplicate.user@research.org,1900-01-01,27,46199.61 USD,Ethics,Na&iuml;ve Bayes test
REC-1751,prj-2026-1001,Study on Ethics,Christina Taylor,Pending,University of Illinois at Urbana-Champaign,jdoe@illinois.edu,1900-01-01,48,205544.15 USD,Machine Learning,Phase 1 &amp; 2 complete
REC-1752,PRJ-2026-8819,Study on Machine Learning,Stephen Miller,2012.0,UIUC,r.johnson@mit.edu,2021-07-22,9,"$22,410.69",Archival Studies,Caf&eacute; study group
REC-1753,prj-2026-1001,Analysis of Archival Studies,Patricia Taylor Garcia,Pending,UNLV,contact@lab.org,2016-03-12,21,33134.25,GIS Mapping,Notes on &quot;UIUC&quot;
REC-1754,PRJ-2026-8819,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Doe,Unknown,"Las Vegas, University of Nevada",r.johnson@mit.edu,2020-01-15,27,FREE,GIS Mapping,Notes on &quot;UIUC&quot;
,,,,,,,,,,Metadata,Sub-tag record
REC-1755,PRJ-26-1001,Study on Ethics,Jeffrey Clarke,c2020,"University of California, Berkeley",smith@unlv.edu,2020-01-15,23,70610.28 USD,Archival Studies,Na&iuml;ve Bayes test
REC-1756,PRJ-26-1001,Analysis of Archival Studies,Alexandr Wright,2015,Massachusetts Institute of Technology,jdoe@illinois.edu,2021-07-22,12,"$28,019.36",Python,Cost &lt; Budget
REC-1757,PRJ-2026-4052,Proj A,m. davis,2012.0,Urbana Champaign University of Illinois,a.wright@berkeley.edu,2025-12-01,38,-$140.00,Data Science,Na&iuml;ve Bayes test
REC-1758,PRJ-2026-9900,Proj A,A. PROF. WILSON,Class of 2018,"University of Nevada, Las Vegas",smith@unlv.edu,2021-07-22,41,94188.89,Cataloging,Caf&eacute; study group
REC-1759,PRJ20261001,Study on Data Science,Stephen Miller,2012,Urbana Champaign University of Illinois,contact@lab.org,2099-12-31,6,"$14,739.45",Machine Learning,Phase 1 &amp; 2 complete
REC-1760,PRJ20261001,Proj A,Smith,1882,Univ of Illinois Urbana Champaign,contact@lab.org,2023-09-30,1,"$750,000.00",Archival Studies,Na&iuml;ve Bayes test
REC-1761,prj-2026-1001,Analysis of Archival Studies,Alexander Wright,Class of 2018,University of Illinois at Urbana-Champaign,contact@lab.org,2099-12-31,33,100405.82,Ethics,Notes on &quot;UIUC&quot;
REC-1762,PRJ-2026-8819,Analysis of Ethics,Patricia Taylor Garcia,'15,"University of California, Berkeley",jdoe@illinois.edu,2099-12-31,35,FREE,Bioinformatics,Phase 1 &amp; 2 complete
REC-1763,PRJ-2026-4052,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Smith,1882,UNLV,smith@unlv.edu,2021-07-22,22,-$341.00,GIS Mapping,Notes on &quot;UIUC&quot;
REC-1764,PRJ-2026-8819,Analysis of Python,Alexander Wright,1998,UIUC,smith@unlv.edu,2020-01-15,33,114195.57 USD,GIS Mapping,Cost &lt; Budget
REC-1765,PRJ-26-1001,Analysis of GIS Mapping,Patricia Taylor Garcia,2022,U.N.L.V.,r.johnson@mit.edu,2099-12-31,28,"$106,066.40",Bioinformatics,Cost &lt; Budget
REC-1766,PRJ-2026-9900,Study on Metadata,Kathryn Write,Class of 2018,MIT,duplicate.user@research.org,2021-07-22,26,40846.96 USD,Python,Cost &lt; Budget
REC-1767,PRJ-26-1001,Analysis of Archival Studies,Michael O'Brown,2021,Univ of Nevada Las Vegas,smith@unlv.edu,2099-12-31,5,19218.42 USD,Archival Studies,Na&iuml;ve Bayes test
REC-1768,prj-2026-1001,Analysis of Bioinformatics,Patricia Taylor-Garcia,2021,"Urbana-Champaign, University of Illinois",r.johnson@mit.edu,,21,FREE,Machine Learning,Cost &lt; Budget
REC-1769,,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Brown,2050,Univ. of Illinois (UIUC),smith@unlv.edu,2018-11-05,39,122450.46,GIS Mapping,Caf&eacute; study group
REC-1770,PRJ-2026-9900,Study on Machine Learning,Stephen Miller,2012.0,UNLV,a.wright@berkeley.edu,2020-01-15,32,FREE,GIS Mapping,Cost &lt; Budget
REC-1771,PRJ-2026-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Smith,N/A,Univ of Illinois Urbana Champaign,a.wright@berkeley.edu,,35,-$323.00,Ethics,Phase 1 &amp; 2 complete
REC-1772,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,c. 2005,UC Berkeley,jdoe@illinois.edu,,35,"$141,361.43",Archival Studies,Phase 1 &amp; 2 complete
REC-1773,PRJ-26-1001,Analysis of Bioinformatics,Johnathan Doe,Pending,Univ of Nevada Las Vegas,smith@unlv.edu,2018-11-05,24,68691.39 USD,Bioinformatics,Notes on &quot;UIUC&quot;
REC-1774,PRJ-26-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Smith,2015,Massachusetts Institute of Technology,duplicate.user@research.org,1900-01-01,17,55303.2,Cataloging,Notes on &quot;UIUC&quot;
REC-1775,PRJ-2026-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Doe,1998,Univ. of Illinois (UIUC),jdoe@illinois.edu,,5,-$278.00,Python,Na&iuml;ve Bayes test
REC-1776,PRJ-2026-9900,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Doe,'15,Urbana Champaign University of Illinois,r.johnson@mit.edu,2021-07-22,31,57949.24 USD,Cataloging,Cost &lt; Budget
,,,,,,,,,,Bioinformatics,Sub-tag record
,,,,,,,,,,Data Science,Sub-tag record
,,,,,,,,,,Ethics,Sub-tag record
REC-1777,PRJ-2026-8819,Proj A,m. davis,2050,Massachusetts Institute of Technology,jdoe@illinois.edu,,10,FREE,Archival Studies,Na&iuml;ve Bayes test
REC-1778,PRJ-26-1001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Johnson,1998,Urbana Champaign University of Illinois,contact@lab.org,2099-12-31,32,49549.96 USD,Bioinformatics,Cost &lt; Budget
REC-1779,PRJ-2026-9900,Study on GIS Mapping,Jeffrey Clarke,N/A,university of illinois at urbana-champaign,r.johnson@mit.edu,2018-11-05,4,17415.71,Python,Caf&eacute; study group
REC-1780,PRJ-2026-8819,Study on Metadata,Stephen Miller,2015,UC Berkeley,smith@unlv.edu,2099-12-31,16,65584.56,Bioinformatics,Phase 1 &amp; 2 complete
REC-1781,PRJ-2026-8819,Analysis of Ethics,Robert Jhnson,2005,Univ. of Illinois (UIUC),jdoe@illinois.edu,2016-03-12,28,94526.25,Data Science,Caf&eacute; study group
REC-1782,,Study on Archival Studies,Jeffrey Clarke,2022,"Urbana-Champaign, University of Illinois",jdoe@illinois.edu,1900-01-01,13,"$25,668.73",Cataloging,Na&iuml;ve Bayes test
REC-1783,PRJ20261001,Study on Machine Learning,Catherine Wright,Pending,M.I.T.,contact@lab.org,2020-01-15,3,7302.88 USD,GIS Mapping,Na&iuml;ve Bayes test
REC-1784,PRJ-2026-9900,Analysis of Python,Patricia Taylor-Garcia,2021,Cal Berkeley,contact@lab.org,2020-01-15,12,"$26,119.87",Bioinformatics,Notes on &quot;UIUC&quot;
REC-1785,PRJ-26-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Smith,Class of 2018,"University of Nevada, Las Vegas",r.johnson@mit.edu,2099-12-31,39,174054.22,Metadata,Na&iuml;ve Bayes test
REC-1786,INVALID_CODE,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,2050,Univ. of Illinois (UIUC),jdoe@illinois.edu,2016-03-12,3,"$5,786.59",Cataloging,Notes on &quot;UIUC&quot;
REC-1787,INVALID_CODE,Analysis of Archival Studies,Robert Jhnson,2012.0,M.I.T.,contact@lab.org,2099-12-31,19,"$59,615.13",Ethics,Notes on &quot;UIUC&quot;
REC-1788,,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Johnson,c. 2005,Univ of Nevada Las Vegas,a.wright@berkeley.edu,2099-12-31,24,90955.39,Bioinformatics,Phase 1 &amp; 2 complete
,,,,,,,,,,Data Science,Sub-tag record
,,,,,,,,,,GIS Mapping,Sub-tag record
REC-1789,PRJ-2026-8819,Analysis of Archival Studies,Johnathan Doee,2021,Univ of Illinois Urbana Champaign,r.johnson@mit.edu,2025-12-01,38,"$169,211.53",Ethics,Cost &lt; Budget
REC-1790,PRJ-2026-1001,Analysis of Ethics,Robert Johnson,2022,Urbana Champaign University of Illinois,smith@unlv.edu,2021-07-22,12,-$368.00,Python,Cost &lt; Budget
,,,,,,,,,,Cataloging,Sub-tag record
,,,,,,,,,,Ethics,Sub-tag record
,,,,,,,,,,GIS Mapping,Sub-tag record
REC-1791,,Analysis of Metadata,Patricia Taylor Garcia,2012,Cal Berkeley,smith@unlv.edu,1900-01-01,28,-$315.00,Archival Studies,Notes on &quot;UIUC&quot;
REC-1792,prj-2026-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Doe,2020,University of Illinois at Urbana-Champaign,contact@lab.org,2021-07-22,7,11743.67 USD,Archival Studies,Na&iuml;ve Bayes test
REC-1793,PRJ-26-1001,Analysis of Metadata,Michael OBrown,c2020,"Technology, Massachusetts Institute of",smith@unlv.edu,2018-11-05,20,38426.42 USD,Metadata,Notes on &quot;UIUC&quot;
REC-1794,prj-2026-1001,Analysis of GIS Mapping,Robert Jhnson,2015,UNLV,contact@lab.org,,41,119446.45 USD,Machine Learning,Phase 1 &amp; 2 complete
REC-1795,PRJ-2026-4052,Investigation into Machine Learning and Modern Data Pipelines,Jane Smith,2018,Univ of Nevada Las Vegas,r.johnson@mit.edu,2099-12-31,48,171566.92 USD,Cataloging,Caf&eacute; study group
REC-1796,INVALID_CODE,Study on Python,Jane Smith,Unknown,"University of Nevada, Las Vegas",a.wright@berkeley.edu,2016-03-12,20,80539.5,Ethics,Phase 1 &amp; 2 complete
REC-1797,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,2020,U.N.L.V.,duplicate.user@research.org,2021-07-22,40,112052.04,Archival Studies,Na&iuml;ve Bayes test
REC-1798,PRJ-2026-4052,Investigation into Ethics and Modern Data Pipelines,A. PROF. WILSON,2021,"Urbana-Champaign, University of Illinois",jdoe@illinois.edu,2018-11-05,46,-$315.00,Data Science,Notes on &quot;UIUC&quot;
REC-1799,INVALID_CODE,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Brown,,UC Berkeley,duplicate.user@research.org,1900-01-01,14,22014.07,Bioinformatics,Phase 1 &amp; 2 complete
REC-1800,prj-2026-1001,Study on GIS Mapping,Kristina Tailor,2012.0,U.N.L.V.,smith@unlv.edu,2099-12-31,47,210227.57,Metadata,Phase 1 &amp; 2 complete
REC-1801,PRJ20261001,Analysis of Ethics,Alexander Wright,c2020,UNLV,smith@unlv.edu,2018-11-05,37,FREE,GIS Mapping,Cost &lt; Budget
REC-1802,PRJ-2026-9900,Study on Bioinformatics,Kristina Tailor,Unknown,UNLV,a.wright@berkeley.edu,2023-09-30,31,FREE,Python,Caf&eacute; study group
REC-1803,,Study on GIS Mapping,Jayne Smyth,1882,"University of California, Berkeley",contact@lab.org,2020-01-15,7,"$14,671.01",Bioinformatics,Caf&eacute; study group
REC-1804,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Doe,2012.0,"Berkeley, University of California",a.wright@berkeley.edu,2023-09-30,8,FREE,Data Science,Na&iuml;ve Bayes test
REC-1805,PRJ-2026-9900,Analysis of GIS Mapping,Alexandr Wright,Unknown,University of Illinois at Urbana-Champaign,smith@unlv.edu,2021-07-22,16,30978.08,Data Science,Caf&eacute; study group
REC-1806,INVALID_CODE,Proj A,m. davis,2005,"Technology, Massachusetts Institute of",contact@lab.org,1900-01-01,26,101667.23,Python,Cost &lt; Budget
REC-1807,,Analysis of Machine Learning,Patricia Taylor-Garcia,c. 2005,Univ. of Illinois (UIUC),smith@unlv.edu,2020-01-15,35,-$260.00,Cataloging,Phase 1 &amp; 2 complete
REC-1808,PRJ20261001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Doe,2050,Univ of Nevada Las Vegas,a.wright@berkeley.edu,2099-12-31,13,20362.49 USD,Data Science,Na&iuml;ve Bayes test
REC-1809,prj-2026-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Brown,2012.0,university of illinois at urbana-champaign,r.johnson@mit.edu,2016-03-12,48,FREE,Cataloging,Na&iuml;ve Bayes test
REC-1810,INVALID_CODE,Investigation into Ethics and Modern Data Pipelines,Dr. Jane Mary Smith,2012,UNLV,contact@lab.org,2020-01-15,40,"$97,735.03",Data Science,Na&iuml;ve Bayes test
REC-1811,PRJ-2026-9900,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Smith,2020,Cal Berkeley,smith@unlv.edu,2021-07-22,14,"$56,101.06",Archival Studies,Na&iuml;ve Bayes test
REC-1812,PRJ20261001,Study on Bioinformatics,Jeffrey Clarke,c2020,UC Berkeley,a.wright@berkeley.edu,2020-01-15,22,56440.36 USD,Archival Studies,Cost &lt; Budget
REC-1813,PRJ-26-1001,Study on Cataloging,Steven Miller,2012.0,"University of Nevada, Las Vegas",jdoe@illinois.edu,2099-12-31,4,"$16,551.62",Data Science,Phase 1 &amp; 2 complete
REC-1814,PRJ-26-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Smith,,University of Illinois at Urbana-Champaign,duplicate.user@research.org,1900-01-01,39,"$124,413.67",Cataloging,Cost &lt; Budget
REC-1815,PRJ-26-1001,Proj A,Jane Smith,2021,U.N.L.V.,smith@unlv.edu,2020-01-15,14,42307.81 USD,Ethics,Caf&eacute; study group
,,,,,,,,,,Machine Learning,Sub-tag record
REC-1816,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Johnson,2005,U.N.L.V.,smith@unlv.edu,2099-12-31,42,178919.89 USD,Ethics,Notes on &quot;UIUC&quot;
REC-1817,PRJ20261001,Proj A,m. davis,2012,UNLV,smith@unlv.edu,2021-07-22,6,25498.99 USD,Machine Learning,Caf&eacute; study group
REC-1818,INVALID_CODE,Study on Ethics,Christina Taylor,2050,UC Berkeley,contact@lab.org,,11,FREE,Bioinformatics,Notes on &quot;UIUC&quot;
REC-1819,,Proj A,m. davis,2015,M.I.T.,r.johnson@mit.edu,2099-12-31,34,152213.31,Data Science,Na&iuml;ve Bayes test
REC-1820,PRJ-2026-1001,Study on GIS Mapping,Stephen Miller,2050,UC Berkeley,r.johnson@mit.edu,,22,58403.49,Data Science,Phase 1 &amp; 2 complete
REC-1821,PRJ-2026-9900,Proj A,A. PROF. WILSON,2012.0,"University of California, Berkeley",jdoe@illinois.edu,2018-11-05,17,"$61,832.94",Archival Studies,Caf&eacute; study group
REC-1822,prj-2026-1001,Analysis of Data Science,Alexander Wright,c2020,"Urbana-Champaign, University of Illinois",jdoe@illinois.edu,2016-03-12,24,106876.94 USD,Python,Notes on &quot;UIUC&quot;
REC-1823,INVALID_CODE,Proj A,Smith,2012,Cal Berkeley,r.johnson@mit.edu,2023-09-30,44,163235.63,Data Science,Notes on &quot;UIUC&quot;
REC-1824,INVALID_CODE,Investigation into Bioinformatics and Modern Data Pipelines,m. davis,Unknown,Urbana Champaign University of Illinois,jdoe@illinois.edu,2016-03-12,47,"$101,939.42",Archival Studies,Caf&eacute; study group
REC-1825,prj-2026-1001,Study on Metadata,Stephen Miller,c2020,Univ of Nevada Las Vegas,r.johnson@mit.edu,2023-09-30,28,FREE,Ethics,Phase 1 &amp; 2 complete
REC-1826,PRJ-2026-1001,Proj A,Jane Smith,Unknown,M.I.T.,smith@unlv.edu,1900-01-01,47,FREE,Python,Notes on &quot;UIUC&quot;
REC-1827,PRJ-2026-1001,Proj A,Jane Smith,1998,"University of California, Berkeley",r.johnson@mit.edu,2016-03-12,19,81044.87,Data Science,Notes on &quot;UIUC&quot;
REC-1828,PRJ-26-1001,Investigation into Metadata and Modern Data Pipelines,m. davis,2020,"University of California, Berkeley",smith@unlv.edu,2099-12-31,7,-$370.00,Metadata,Phase 1 &amp; 2 complete
REC-1829,PRJ-2026-1001,Analysis of Data Science,Alexander Wright,2020,Univ of Illinois Urbana Champaign,contact@lab.org,2020-01-15,12,FREE,Data Science,Cost &lt; Budget
,,,,,,,,,,Bioinformatics,Sub-tag record
REC-1830,INVALID_CODE,Study on Data Science,Stephen Miller,1882,UC Berkeley,a.wright@berkeley.edu,2023-09-30,18,-$228.00,Archival Studies,Na&iuml;ve Bayes test
